,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
714,35000000.0,2020,2015,Cashfree,FinTech,Series B,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"Akash Sinha, Reeju Datta"
715,3000000.0,2020,2018,Credgenics,FinTech,Pre-series A,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel"
716,300000.0,2020,2018,GeoIQ,AI startup,Seed,Bangalore,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.","Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur"
717,25000000.0,2020,2015,Country Delight,Dairy startup,Series C,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Chakradhar Gade, Nitin Kaushal"
718,3500000.0,2020,2014,Quintype,Content management,Series A,Bangalore,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",Chirdeep Shetty
719,200000000.0,2020,2015,CARS24,Retail,Series E,Haryana,CARS24 is an India-based platform for selling used cars.,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra"
720,85860249.91073933,2020,2017,Astrogate Labs,Spacetech,Series A,Bangalore,Astrogate Labs provides high-quality products related to space infrastructure.,Undefined
721,85860249.91073933,2020,2018,Power Gummies,HealthTech,Bridge,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Divij Bajaj
722,7000000.0,2020,2015,Cityflo,Transportation,Series A,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu"
723,200000.0,2020,2019,AlgoBulls,Trading platform,Series A,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,"Pushpak Dagade, Jimmit Patel and Suraj Bathija"
724,3000000.0,2020,2018,Credgenics,FinTech,Pre-series A,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel"
725,85860249.91073933,2020,2014,Inntot,Tech company,Series A,Kerala,"Inntot Technologies, is a technology driven company.",Rajith Nair
726,300000.0,2020,2019,Ensuredit,FinTech,Pre-series A,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,"Amit, Rohit Sadhu, and Vikas Ranga"
727,6000000.0,2020,2015,Shipsy,AI Company,Series A,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi"
728,1000000.0,2020,2008,ERPNext,Tech company,Series A,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",Rushabh Mehta
729,85860249.91073933,2020,2019,LightSpeedAI,Photonics startup,Series A,Bangalore,Developer of an optoelectronic processor designed to accelerate AI computations.,"Rohin Y, PV Ramana"
730,85860249.91073933,2020,2020,Grip Invest,FinTech,Pre-series A,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,"Nikhil Aggarwal, Vivek Gulati"
731,85860249.91073933,2020,2015,Unacademy,EdTech,Series A,Bangalore,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta"
732,1300000.0,2020,2020,Yellow Classes,EdTech,Pre-series A,Gurugram,New-age fun-learning platform for kids.,"Arpit Mittal, Anshul Gupta"
733,4100000.0,2020,2019,Plum,HealthTech,Series A,Bangalore,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora"
734,1000000.0,2020,2019,STAGE,Entertainment,Series A,Indore,STAGE is an Indian language content platform for artist-led entertainment.,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal"
735,85860249.91073933,2020,2012,Nykaa,Cosmetics,Series A,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,Falguni Nayar
736,575000.0,2020,2020,Kaagaz Scanner,Scanning app,Series A,Bangalore,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,"Snehanshu Gandhi, Gaurav Shrishrimal"
737,1000000.0,2020,2017,NIRA,FinTech,Series A,Bangalore,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.","Rohit Sen, Nupur Gupta"
738,85860249.91073933,2020,2018,Prolixr,Skincare startup,Seed,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,"Aditya Sharma, Jayesh Hans"
739,200000000.0,2020,2011,Byju's,EdTech,Series A,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath"
740,6000000.0,2020,2018,DaMENSCH,E-commerce,Series A,Bangalore,DaMENSCH is a designer and seller of men's apparel.,"Anurag Saboo, Gaurav Pushkar"
741,25000000.0,2020,2015,Country Delight,Food and Beverages,Series C,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Chakradhar Gade, Nitin Kaushal"
742,800000.0,2020,2018,SignalX,AI startup,Seed,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,"Govind Balachandran, Zakir Wahab, Piyush Arora"
743,300000.0,2020,2018,Lancify,EdTech,Series A,Bangalore,Lancify is building the world's strongest young workforce,"Gowtham Sundaresan, Azan Barodawala"
744,600000.0,2020,2015,Krimanshi,Biotechnology company,Seed,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra
745,1000000.0,2020,2018,Instoried,AI startup,Pre-series A,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj"
746,3000000.0,2020,2015,PlayerzPot,Gaming startup,Series A,Mumbai,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes","Yogesh, Mitesh Gangar"
747,85860249.91073933,2020,2012,Instamojo,FinTech,Series A,Bangalore,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.","Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain"
748,30000000.0,2020,2015,Turtlemint,HealthTech,Series A,Mumbai,Turtlemint has built Indian personalized insurance platform,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah"
749,1000000.0,2020,2017,Arata,E-commerce,Pre-series A,New Delhi,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin"
750,5000000.0,2020,2018,MPL,Gaming startup,Series A,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra"
751,28000000.0,2020,2014,True Balance,FinTech,Series A,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee"
752,85860249.91073933,2020,2020,Thrive,FoodTech,Pre-series A,Mumbai,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani"
753,85860249.91073933,2020,2019,Kitchens Centre,Proptech,Pre-series A,New Delhi,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain
754,100000.0,2020,2019,Prescribe,HealthTech,Series A,Chennai,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan
755,18000000.0,2020,2006,Nepra,CleanTech,Series C,Ahmedabad,NEPRA Resource Management provides waste management solutions in India.,Sandeep Patel
756,3200000.0,2020,2013,inFeedo,SaaS startup,Series A,Gurugram,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Tanmaya Jain
757,85860249.91073933,2020,2014,Shilpa Sciences,HealthTech,Pre-series A,Bangalore,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Ashwin Lal
758,85860249.91073933,2020,2016,Arzooo,Tech Startup,Series A,Bangalore,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore"
759,100000000.0,2020,2011,MindTickle,SaaS platform,Debt,Pune,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali"
760,600000.0,2020,2015,Krimanshi,Biotechnology company,Seed,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra
761,5000000.0,2020,2016,Slice,FinTech,Debt,Bangalore,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj"
762,300000.0,2020,2017,Rapawalk,E-commerce,Seed,Bangalore,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy"
763,85860249.91073933,2020,2017,Oga Fit's,Fitness startup,Pre-series A,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat
764,85860249.91073933,2020,2016,LAVAL,Cosmetics,Pre-series A,Bangalore,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika"
765,80000000.0,2020,2019,Stride Ventures,Venture capitalist,Series A,New Delhi,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi
766,10000000.0,2020,2016,BlackSoil,FinTech,Series A,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal
767,15000000.0,2020,1978,Biocon,Healthcare,Series A,Bangalore,"Biocon is a healthcare and technology, company focused on biotechnology.",Kiran Mazumdar-Shaw
768,800000.0,2020,2013,Clientjoy,SaaS startup,Pre-series A,Gujarat,Client Management Software For Modern Agencies.,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah"
769,100000000.0,2020,2015,Xpressbees,E-commerce,Series A,Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari"
770,85860249.91073933,2020,2017,GalaxyCard,FinTech,Seed,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh"
771,100000000.0,2020,2008,Wellness Forever,HealthTech,Series A,Mumbai,Wellness Forever is the one-stop destination for wellness,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan"
772,500000.0,2020,2019,MoooFarm,AgriTech,Pre-seed,Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora"
773,2000000.0,2020,2020,BitClass,PaaS startup,Seed,Bangalore,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary"
774,400000.0,2020,2020,Gonuts,Entertainment,Seed,Mumbai,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George"
775,2000000.0,2020,2013,Uolo,EdTech,Seed,Bangalore,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Pallav Pandey, Ankur Pandey, Siddharth Singh"
776,900000.0,2020,2014,Kirana King,Retail,Pre-series A,"Jaipur, Rajastan","A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Anup Kumar
777,250000.0,2020,2015,Jade Forest,Beverages,Seed,Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.","Punweet Singh, Shuchir Suri"
778,85860249.91073933,2020,2010,iKure,HealthTech,Series A,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Sujay Santra
779,3200000.0,2020,2015,FrontRow,EdTech,Seed,Bangalore,"Comprehensive courses, taught by idols.","Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh"
780,10000000.0,2020,2006,Reliance Retail,E-commerce,Series A,Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,Mukesh Ambani
781,85860249.91073933,2020,2019,TUBBR,Social Media,Series A,"Frisco, Texas, United States",World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal"
782,35000000.0,2020,2013,Ather Energy,Automobiles,Series D,Bangalore,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta"
783,2000000.0,2020,2007,Routematic,SaaS startup,Series A,Bangalore,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"Sriram Kannan, Surajit Das"
784,4700000.0,2020,2017,LivFin,FinTech,Series A,New Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra
785,85860249.91073933,2020,2012,Universal Sportsbiz Pvt Ltd,Fashion startup,Series A,Bangalore,A fashion startup based in Bengaluru.,Anjana Reddy
786,85860249.91073933,2020,2017,Lattu Kids,EdTech,Series A,Mumbai,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani
787,1500000.0,2020,2016,Eggoz,Food & Bevarages,Pre-series A,Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar"
788,85860249.91073933,2020,2016,Steradian Semiconductors,Deeptech,Series A,Bangalore,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi"
789,3000000.0,2020,2018,CHARGE+ZONE,EV startup,Pre-series A,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri"
790,2000000.0,2020,2008,Stones2milestones,EdTech,Bridge,Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,"Kavish Gadia, Nikhil Saraf"
791,75000000.0,2020,2011,Udacity,EdTech,Debt,California,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","David Stavens, Mike Sokolsky, Sebastian Thrun"
792,1000000.0,2020,2014,AjnaLens,AR/VR startup,Bridge,Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut"
793,1200000.0,2020,2019,Gully Network,E-commerce,Pre-series A,Bangalore,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi"
794,1000000.0,2020,2018,TurboHire,Recruitment startup,Seed,Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour"
